582204,bojic faces fortnight off,0,random,0
251680,vaas ruled out of first test,0,random,0
642737,bangladsh starts strong v windies,0,random,0
628147,lockyer sees some alfie in thaiday,0,random,0
685366,councils see huge potential in weekend rail,0,random,0
353406,notorious qld road claims 4,0,random,0
139349,hondo checks bangladesh after haque clean up,0,random,0
741074,barnett says buswell and carles feud distracting,0,random,0
991428,police patrol university of png campuses to maintain peace,0,random,0
46694,support for schwarzenegger growing poll reveals,0,random,0
804768,behind the scenes with herald sun cartoonist mark,0,random,0
513299,no deadline for doctor investigation,0,random,0
1032935,uc law lecturer sexually assaulted students court hears,0,random,0
61888,intruder stabs two japanese boys in classroom,0,random,0
152069,fire leads police to stolen atms,0,random,0
769229,usda crop report,0,random,0
234499,uni warned restructure could harm nursing,0,random,0
206403,race riot link to perth attack unlikely police say,0,random,0
526744,paris exhibition pulls record crowds,0,random,0
542958,greens tarkine plan kakadu of tasmania,0,random,0
788457,researchers find money is one of the keys to hapiness,0,random,0
23258,civil liberties watchdog raps nrl over roosters,0,random,0
1022144,summer solstice earliest sunrise and latest sunset,0,random,0
240579,giant meteor spawned australian continent,0,random,0
89590,costello to focus budget on work family,0,random,0
437653,flights to remote communities stopped over safety,0,random,0
785983,an mt fuji granted world heritage status,0,random,0
375668,luczak records victory on houston clay,0,random,0
716668,the country hour reports on the lack of rural,0,random,0
758226,glennies creek dam water release,0,random,0
424561,twins riding bikes before pool fall,0,random,0
578745,interview phil hughes,0,random,0
242231,power blow hawks away,0,random,0
168807,security fuel costs push ferry fares for cars,0,random,0
676304,brickworks struggling but optimistic,0,random,0
693923,aaco attacks darwin port costs,0,random,0
616205,un agency uneasy about png asylum deal,0,random,0
369946,man charged over cannabis plant find,0,random,0
192608,defence hq cutbacks disappoint mayor,0,random,0
458502,boswell rejects climate change claims,0,random,0
52388,residents take minimbah tip fight to court,0,random,0
134585,brisbane man to face court over hotel blaze,0,random,0
206488,aussies dutch move towards champions trophy final,0,random,0
712034,the opening bounce,0,random,0
537983,oval budget to get parliamentary scrutiny,0,random,0
852233,in pictures st albans church highgate 125 years,0,random,0
177616,pm appalled by imams defence of bin laden,0,random,0
156526,survey shows foster care shortage,0,random,0
646177,vics; tigers share first day honours,0,random,0
275012,labor questions govts efforts to access hambali,0,random,0
352026,mottram wins devonport carnival,0,random,0
624309,nicole cornes mick molloy costs defamation,0,random,0
117998,more indigenous teachers needed democrats,0,random,0
188755,authorities probe explosion at melbourne home,0,random,0
1022633,outgoing ndis chair sets out future challenges for agency,0,random,0
31790,injured venus pulls out of california tournaments,0,random,0
392313,rudd wishes nt luck for statehood bid,0,random,0
697261,tuyet van do murder prosecution witness,0,random,0
816150,adelaide festival program launched,0,random,0
830399,bischoff family overwhelmed by support,0,random,0
800523,kim carr appalled by coalitions manufacturing policy,0,random,0
826457,qlds jobless rate falls to 56 pc,0,random,0
847706,150m fix to morwell river diversion finished,0,random,0
685283,suspicious death in katanning,0,random,0
968126,share market slumps on bad day for bhp dick smith,0,random,0
674492,top ten ambition for riccardio,0,random,0
424226,libs to scrutinise workplace laws before vote,0,random,0
87994,beachgoers urged to swim between winter flags,0,random,0
108364,minister upbeat about addressing doctors shortage,0,random,0
969943,steel bar used in coconut grove armed robbery,0,random,0
1023421,thai road crash kills 25 people,0,random,0
590554,rally opposes eating disorders unit shift,0,random,0
1026662,sydney to hold the richest turf race in the world,0,random,0
219479,hansen secures by election win,0,random,0
725531,tracks spark hope of devils find,0,random,0
427866,heath ledgers name dropped from arts centre,0,random,0
258537,govt to offer unemployed relocation money,0,random,0
823985,arrests made during late night marist march,0,random,0
960098,harris freedom of belief; not religious freedom,0,random,0
813846,deane stahmann passes away,0,random,0
539028,accused arsonist denies lighting churchill fire,0,random,0
24495,deegan appalled at handling of bali advice,0,random,0
27309,nightmare race for f1s milestone men,0,random,0
693853,repayments yet to be decided for overpaid college,0,random,0
325161,mclellan scorches in osaka,0,random,0
656196,police arrest 112 in online child porn bust,0,random,0
643077,libya declares liberation with celebrations,0,random,0
68421,tas fire service asks consumers to check gas,0,random,0
544180,rapid rise as allegri gets milan job,0,random,0
410678,barnett sworn in as wa premier,0,random,0
965528,farah to stay at tigers; issues 2775 to 80 per cent' sorte,0,random,0
803750,police to maintain footy finals drink driving,0,random,0
819423,business adviser says australia's minimum wage is too high,0,random,0
1016553,key moments of donald trumps election night speech,0,random,0
1007178,microbe trials to fight frost damage in grapes,0,random,0
522384,sby says indonesia open for business,0,random,0
917796,mining changes impact wa state economy,0,random,0
991392,liberal national party brisbane council supports gay marriage,0,random,0
420908,thousands flock to adelaides christmas pageant,0,random,0
642493,bulldogs get late pick for reid,0,random,0
613369,renewable energy will only get cheaper study,0,random,0
659666,the number of kangaroos that can be harvested in,0,random,0
497510,rich pro am attracts old mates,0,random,0
494940,wallabies swing the changes,0,random,0
257642,sartor defends decision to expand port botany,0,random,0
968066,man to front court over mackay shooting,0,random,0
998581,parramatta eels salary cap sanctions ratified,0,random,0
544655,johnson stood no chance say cats,0,random,0
426608,complaint made over mps outburst,0,random,0
107283,us firm claims to have copied cats,0,random,0
692513,fairfax sends jobs offshore,0,random,0
7760,controversial mayor stays another term,0,random,0
840967,workplaces carbon emissions public policy,0,random,0
1046456,wa government mulls sa style bank tax,0,random,0
877378,roosters romp past tigers,0,random,0
455167,mallee meals for mini marsupials,0,random,0
592300,telstra closes call centre leaving 114 out of work,0,random,0
807165,pharmacy guild of australia radio ad,0,random,0
271129,tourism awards recognise yulara based business,0,random,0
95829,flannery fully aware of fittler factor,0,random,0
562467,mentally ill falling through the cracks,0,random,0
1015088,bangladesh eyeing big boys after landmark win over england win,0,random,0
130915,govt urged to appoint aborigine to education post,0,random,0
537955,massive decline in alcopop sales,0,random,0
436566,aussie chases visual effects oscar,0,random,0
782565,residents state case for solar thermal plant,0,random,0
960633,west indies struggle against sri lanka,0,random,0
222555,govt to fund family support program,0,random,0
273056,act legislative assembly passes utilities tax,0,random,0
161263,bird in space sells for astronomical price,0,random,0
22376,sobbing serena accuses henin of lying,0,random,0
603854,no arrests after wagga gang rape,0,random,0
339918,replace all sydney ferries inquiry urges,0,random,0
778651,meo permit exploration,0,random,0
549348,south forster developments in the works,0,random,0
500787,interview ricky ponting,0,random,0
115513,three injured in brighton shooting,0,random,0
1050158,chokey nuroo the untold history of tasmanias lufra hotel,0,random,0
435814,worker underpayment a continuing problem in nt,0,random,0
